Gejala,Penyakit,Label
"anus nyeri, benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus gatal",Ambeien,5
"selera makan berubah, perut kembung, sensasi dada terbakar, sesak napas, gejala maag yang hilang timbul selama beberapa hari,  tidak nafsu makan, lemas, muntah darah",Tukak lambung,7
"meriang, sembelit, nyeri meningkat atau semakin parah saat berjalan, sulit sendawa atau bersendawa, diare, diare, nyeri meningkat ketika perut kanan bawah ditekan",Usus Buntu,1
"dehidrasi, hilang selera makan, nyeri sendi dan otot, demam tinggi, diare, lemas",Tipes,2
"sering bersendawa atau sendawa, sering kentut, mual muntah, nyeri ulu hati",Maag,9
"perut kembung, nyeri di perut bagian atas, perut terasa begah setelah makan, mual muntah",Maag,9
"nyeri perut, jarang buang air besar, sulit buang air besar, tinja berdarah, perut terasa sesak dan penuh, feses atau tinja keras",Konstipasi,6
"mual muntah, batuk kering, menggigil, lemas, diare, keringat berlebih atau banyak berkeringat, feses atau tinja berwarna hijau, demam tinggi",Tipes,2
"menggigil, nyeri perut, batuk kering",Tipes,2
"berat badan turun, nyeri perut, flu, mudah lelah, mual muntah, mata kuning, demam, nafsu makan turun",Hepatitis,8
"mual muntah, demam, nyeri perut kanan atas, kulit gatal, mata kuning, nafsu makan turun, kulit kuning",Batu Empedu,4
"nyeri perut, demam tinggi, diare, demam berkepanjangan, mual muntah, menggigil, mudah lelah, feses atau tinja berwarna hijau",Tipes,2
"berat badan turun, urine gelap, mata kuning",Hepatitis,8
"diare berdarah, kram perut, demam",Disentri,0
"mual muntah, diare, nyeri perut kanan bawah, nyeri tengah perut atau ulu hati yang hilang timbul, demam, sulit sendawa atau bersendawa",Usus Buntu,1
"perut terasa begah setelah makan, perut kembung, sering bersendawa atau sendawa, nyeri ulu hati, nyeri di perut bagian atas, perut terasa penuh ketika makan, sering kentut",Maag,9
"tinja berdarah, nyeri perut, sulit buang air besar, feses atau tinja keras, jarang buang air besar, feses atau tinja kering",Konstipasi,6
"lemas, mudah lelah, nafsu makan turun",Hepatitis,8
"sulit kentut, meriang, diare",Usus Buntu,1
"sembelit, diare, nyeri meningkat atau semakin parah saat berjalan, mual muntah, sulit kentut",Usus Buntu,1
"mual muntah, nyeri tengah perut atau ulu hati yang hilang timbul, diare, sulit sendawa atau bersendawa, meriang, demam, diare, nyeri perut kanan bawah",Usus Buntu,1
"demam, berat badan turun drastis, perut kembung atau begah, nafsu makan turun, nyeri perut, feses berdarah atau berlendir, diare disertai darah, anus berdarah",Inflammatory Bowel Disease (IBD),3
"meriang, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, nyeri meningkat ketika perut kanan bawah ditekan, diare, nyeri perut kanan bawah",Usus Buntu,1
"dehidrasi, mual muntah, demam tinggi, mudah lelah, sembelit, diare, batuk kering, menggigil",Tipes,2
"nyeri sendi, mudah lelah, mata kuning, urine gelap, feses pucat, flu",Hepatitis,8
"sulit menahan buang air besar, feses berlendir, diare",Irritable Bowel Syndrome (IBS),12
"feses atau tinja berbau busuk, kejang, feses berminyak, nafsu makan turun, kerusakan gigi, diare, ruam kulit, mual muntah",Celiac,10
"nyeri saat mengejan, benjolan atau bengkak di sekitar atau dekat anus, anus gatal, anus nyeri",Ambeien,5
"mual muntah, perut kembung, diare, sembelit, mati rasa pada kaki dan tangan, anemia, kejang, kerusakan gigi",Celiac,10
"gejala memburuk saat makan, gejala hilang timbul selama beberapa minggu, nyeri ulu hati,  sering sendawa atau bersendawa, perut kembung",Tukak lambung,7
"perut terasa penuh ketika makan, nyeri di perut bagian atas, perut kembung, sering bersendawa atau sendawa, mual muntah, nyeri ulu hati, sering kentut",Maag,9
"sulit kentut, meriang, diare, mual muntah, sulit sendawa atau bersendawa, nyeri tengah perut atau ulu hati yang hilang timbul",Usus Buntu,1
"gejala memburuk saat makan, gejala hilang timbul selama beberapa minggu, sesak napas, selera makan berubah, muntah darah, gejala maag yang hilang timbul selama beberapa hari, lemas, nyeri ulu hati",Tukak lambung,7
"nyeri sendi dan otot, nyeri atau sakit kepala, demam berkepanjangan, batuk kering, lemas, demam tinggi, hilang selera makan",Tipes,2
"perut kembung, sering buang air besar, BAB lebih dari 3 kali dalam sehari, feses keluar terus-menerus",Diare,13
"tinja pucat, mual muntah, mata kuning, demam",Batu Empedu,4
"lemas, mudah lelah, berat badan turun, nyeri sendi, mata kuning, urine gelap, mual muntah, kulit kuning",Hepatitis,8
"perut terasa begah setelah makan, nyeri ulu hati, perut kembung, sering kentut, perut terasa penuh ketika makan, sering bersendawa atau sendawa, nyeri di perut bagian atas",Maag,9
"perut kembung, BAB lebih dari 3 kali dalam sehari, dehidrasi, sulit menahan buang air besar, pusing",Diare,13
"heartburn, perut terasa begah, gejala muncul setelah makan",GERD,11
"feses atau tinja keras, jarang buang air besar, perut terasa sesak dan penuh, feses atau tinja kering, sulit buang air besar",Konstipasi,6
"perut terasa penuh ketika makan, nyeri di perut bagian atas, perut kembung",Maag,9
"nyeri perut, diare, gejala hilang timbul, feses berair, kentut berlebihan, sering kentut, feses berlendir, sembelit",Irritable Bowel Syndrome (IBS),12
"gejala makin parah saat perut kosong atau belum makan, muntah darah, gejala memburuk saat makan, sensasi dada terbakar, mual muntah, gejala hilang timbul selama beberapa minggu",Tukak lambung,7
"mulut terasa asam atau pahit, gejala memburuk di malam hari, heartburn",GERD,11
"batuk kering, lemas, dehidrasi, hilang selera makan, feses atau tinja berwarna hijau, nyeri perut, keringat berlebih atau banyak berkeringat",Tipes,2
"anus gatal, feses berdarah, anus nyeri, nyeri saat mengejan",Ambeien,5
"gejala memburuk saat makan, gejala hilang timbul selama beberapa minggu, sesak napas, selera makan berubah, muntah darah",Tukak lambung,7
"lemas, gejala memburuk di malam hari, jantung berdebar, kliyengan",GERD,11
"muntah darah, gejala makin parah saat perut kosong atau belum makan, lemas, sensasi dada terbakar, nyeri ulu hati, gejala maag yang hilang timbul selama beberapa hari",Tukak lambung,7
"mata kuning, tinja pucat, mual muntah, urine gelap, demam, nyeri di tengah perut",Batu Empedu,4
"anemia, diare, kejang, sakit perut, sembelit",Celiac,10
"perut terasa begah setelah makan, sering kentut, perut kembung, perut terasa penuh ketika makan, mual muntah, nyeri ulu hati, nyeri di perut bagian atas",Maag,9
"nyeri saat mengejan, anus gatal, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"mual muntah, lemas, mata kuning, urine gelap, flu, demam",Hepatitis,8
"feses berdarah atau berlendir, mudah lelah, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"nyeri perut, feses atau tinja keras, tinja berdarah, sulit buang air besar",Konstipasi,6
"demam, nyeri tengah perut atau ulu hati yang hilang timbul, diare, nyeri perut kanan bawah, mual muntah, meriang, nyeri meningkat atau semakin parah saat berjalan, nyeri meningkat ketika perut kanan bawah ditekan",Usus Buntu,1
"BAB berkali-kali, feses cair, BAB lebih dari 3 kali dalam sehari",Diare,13
"feses berdarah atau berlendir, anus berdarah, nafsu makan turun, mudah lelah, nyeri perut, berat badan turun drastis",Inflammatory Bowel Disease (IBD),3
"gejala muncul setelah makan, heartburn, sulit menelan, lidah putih, lemas",GERD,11
"feses berdarah, jarang kencing, feses cair, BAB lebih dari 3 kali dalam sehari, sering buang air besar",Diare,13
"selera makan berubah, gejala hilang timbul selama beberapa minggu, sensasi dada terbakar",Tukak lambung,7
"rasa panas pada tenggorokan, lemas, gejala terasa memburuk ketika berbaring atau membungkuk, gejala muncul setelah makan, bau mulut, pusing, nyeri ulu hati, lidah putih",GERD,11
"mulut terasa asam atau pahit, pusing, gejala memburuk di malam hari",GERD,11
"sulit menelan, pusing, nyeri ulu hati, batuk, kliyengan, heartburn",GERD,11
"sering kentut, nyeri di perut bagian atas, perut terasa begah setelah makan, perut kembung, sering bersendawa atau sendawa",Maag,9
"berat badan turun drastis, nafsu makan turun, demam",Inflammatory Bowel Disease (IBD),3
"diare, sulit sendawa atau bersendawa, sulit kentut, nyeri tengah perut atau ulu hati yang hilang timbul, diare, nyeri meningkat atau semakin parah saat berjalan",Usus Buntu,1
"kram perut, sering kentut, feses berlendir, tekstur feses atau tinja tidak menentu, sembelit, kentut berlebihan, gejala hilang timbul",Irritable Bowel Syndrome (IBS),12
"feses atau tinja kering, nyeri perut, tinja berdarah",Konstipasi,6
"sering bersendawa atau sendawa, nyeri ulu hati, perut terasa begah setelah makan",Maag,9
"kram perut, demam, diare berdarah, diare berair atau lendir",Disentri,0
"gejala memburuk saat makan,  sering sendawa atau bersendawa, gejala hilang timbul selama beberapa minggu, mual muntah, nyeri ulu hati",Tukak lambung,7
"jarang kencing, lemas, feses keluar terus-menerus",Diare,13
"nyeri perut, mudah lelah, dehidrasi, pusing, sembelit, nyeri atau sakit kepala, lemas",Tipes,2
"mual muntah, demam, mudah lelah, mata kuning, nyeri sendi, nyeri perut, feses pucat, flu",Hepatitis,8
"pusing, mual muntah, nyeri dada, sakit tenggorokan",GERD,11
"sulit sendawa atau bersendawa, diare, nyeri meningkat atau semakin parah saat berjalan, nyeri meningkat ketika perut kanan bawah ditekan, mual muntah",Usus Buntu,1
"urine gelap, tinja pucat, kulit gatal, nyeri di tengah perut, nyeri perut kanan atas, demam, mata kuning",Batu Empedu,4
"demam, mata kuning, tinja pucat, kulit gatal, nyeri perut kanan atas, kulit kuning",Batu Empedu,4
"nyeri di bawah tulang dada, demam, nyeri di tengah perut, penyakit kuning",Batu Empedu,4
"perut kembung, kejang, nyeri sendi, mudah lelah, kerusakan gigi",Celiac,10
"gejala memburuk di malam hari, sakit kepala, mulut terasa asam atau pahit",GERD,11
"feses pucat, urine gelap, demam",Hepatitis,8
"mual muntah, pusing, perut terasa begah, batuk",GERD,11
"mual muntah, perut kembung, sakit perut",Celiac,10
"sembelit, feses berair, nyeri perut, gejala hilang timbul, kram perut",Irritable Bowel Syndrome (IBS),12
"sembelit, dehidrasi, nyeri sendi dan otot, mudah lelah, batuk kering, mual muntah",Tipes,2
"mudah lelah, keringat berlebih atau banyak berkeringat, nyeri atau sakit kepala, dehidrasi, hilang selera makan, demam berkepanjangan, menggigil",Tipes,2
"nyeri perut, jarang buang air besar, sulit buang air besar, perut terasa sesak dan penuh",Konstipasi,6
"diare, sembelit, sulit kentut, nyeri perut kanan bawah, nyeri meningkat atau semakin parah saat berjalan, mual muntah",Usus Buntu,1
"diare, sembelit, sulit kentut, nyeri perut kanan bawah",Usus Buntu,1
"nyeri di bawah tulang dada, demam, nyeri di tengah perut, penyakit kuning, kulit kuning, tinja pucat, mata kuning, urine gelap",Batu Empedu,4
"kulit gatal, kulit kuning, penyakit kuning, nafsu makan turun, nyeri di tengah perut",Batu Empedu,4
"feses berlendir, kentut berlebihan, nyeri perut, feses berair, sakit perut setelah buang air besar, sering kentut, sulit menahan buang air besar, kram perut",Irritable Bowel Syndrome (IBS),12
"lemas, mudah lelah, berat badan turun",Hepatitis,8
"berat badan turun drastis, feses berdarah atau berlendir, perut kembung atau begah, nyeri perut, mudah lelah",Inflammatory Bowel Disease (IBD),3
"nyeri ulu hati, perut terasa penuh ketika makan, sering kentut, mual muntah, perut kembung, perut terasa begah setelah makan, nyeri di perut bagian atas",Maag,9
"anus nyeri, benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus gatal",Ambeien,5
"nyeri perut, feses berdarah atau berlendir, anus berdarah, demam",Inflammatory Bowel Disease (IBD),3
"gejala hilang timbul, sembelit, sering kentut, sulit menahan buang air besar, feses berair, kram perut, perut kembung, feses berlendir",Irritable Bowel Syndrome (IBS),12
"demam, sulit sendawa atau bersendawa, diare, diare, nyeri tengah perut atau ulu hati yang hilang timbul, mual muntah",Usus Buntu,1
"sulit menahan buang air besar, tinja encer, sering buang air besar, BAB berkali-kali",Diare,13
"sakit perut, kerusakan gigi, pusing, perut kembung, feses atau tinja berbau busuk, feses pucat, kejang",Celiac,10
"nyeri saat mengejan, anus gatal, benjolan atau bengkak di sekitar atau dekat anus, anus nyeri",Ambeien,5
"BAB berkali-kali, jarang kencing, lemas, feses cair, pusing, BAB lebih dari 3 kali dalam sehari, dehidrasi",Diare,13
"demam, mudah lelah, perut kembung atau begah, anus berdarah, berat badan turun drastis, diare disertai darah",Inflammatory Bowel Disease (IBD),3
"demam berkepanjangan, nyeri sendi dan otot, sembelit, nyeri perut",Tipes,2
"mual muntah, diare berdarah, kram perut, demam",Disentri,0
"nafsu makan turun, urine gelap, feses pucat, flu, mata kuning, mudah lelah, mual muntah, berat badan turun",Hepatitis,8
"kulit gatal, mata kuning, nyeri perut kanan atas, tinja pucat, nyeri di bawah tulang dada, mual muntah, demam",Batu Empedu,4
"kulit gatal, kulit kuning, penyakit kuning, nafsu makan turun, nyeri di tengah perut, demam, urine gelap",Batu Empedu,4
"dehidrasi, jarang kencing, lemas",Diare,13
"diare berdarah, kram perut, demam, mual muntah",Disentri,0
"perut terasa begah setelah makan, nyeri di perut bagian atas, nyeri ulu hati",Maag,9
"feses atau tinja kering, tinja berdarah, feses atau tinja keras, sulit buang air besar, nyeri perut, jarang buang air besar",Konstipasi,6
"demam, berat badan turun drastis, diare disertai darah",Inflammatory Bowel Disease (IBD),3
"perut terasa begah setelah makan, nyeri di perut bagian atas, nyeri ulu hati, sering kentut, perut kembung, perut terasa penuh ketika makan, mual muntah",Maag,9
"benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus gatal, nyeri saat mengejan",Ambeien,5
"sakit tenggorokan, sulit menelan, sakit kepala, rasa panas pada tenggorokan",GERD,11
"penyakit kuning, nafsu makan turun, nyeri perut kanan atas, kulit gatal, nyeri di bawah tulang dada, nyeri di tengah perut, mata kuning, demam",Batu Empedu,4
"perut terasa penuh ketika makan, perut kembung, sering bersendawa atau sendawa, nyeri di perut bagian atas, nyeri ulu hati, mual muntah, sering kentut",Maag,9
"nyeri di tengah perut, kulit kuning, nyeri di bawah tulang dada, nafsu makan turun, mata kuning, tinja pucat, demam",Batu Empedu,4
"perut terasa begah setelah makan, perut terasa penuh ketika makan, nyeri ulu hati, sering bersendawa atau sendawa, perut kembung, nyeri di perut bagian atas, sering kentut",Maag,9
"feses berdarah, benjolan atau bengkak di sekitar atau dekat anus, anus nyeri",Ambeien,5
"feses pucat, urine gelap, demam, lemas, nafsu makan turun, mudah lelah, nyeri perut, flu",Hepatitis,8
"feses berdarah, anus gatal, anus nyeri, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"kulit kuning, urine gelap, demam, kulit gatal",Batu Empedu,4
"diare, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, demam, mual muntah, nyeri perut kanan bawah",Usus Buntu,1
"sulit buang air besar, feses atau tinja kering, perut terasa sesak dan penuh, tinja berdarah, feses atau tinja keras",Konstipasi,6
"sakit tenggorokan, rasa panas pada tenggorokan, lidah putih, lemas, berasa angin di dada, nyeri dada, mulut terasa asam atau pahit",GERD,11
"feses berdarah atau berlendir, perut kembung atau begah, anus berdarah, nyeri perut, berat badan turun drastis, mudah lelah, demam",Inflammatory Bowel Disease (IBD),3
"berat badan turun, urine gelap, mata kuning, demam, nafsu makan turun, kulit kuning, nyeri perut",Hepatitis,8
"nyeri perut, perut kembung atau begah, berat badan turun drastis",Inflammatory Bowel Disease (IBD),3
"feses atau tinja keras, tinja berdarah, perut terasa sesak dan penuh",Konstipasi,6
"BAB berkali-kali, jarang kencing, lemas, feses cair",Diare,13
"mual muntah, demam, kram perut, diare berdarah",Disentri,0
"feses pucat, perut kembung, feses atau tinja berbau busuk, kejang, ruam kulit, feses berminyak, sembelit",Celiac,10
"anus gatal, nyeri saat mengejan, feses berdarah, anus nyeri",Ambeien,5
"mudah lelah, demam berkepanjangan, nyeri atau sakit kepala, sembelit, dehidrasi, menggigil",Tipes,2
"mudah lelah, demam berkepanjangan, nyeri atau sakit kepala",Tipes,2
"pusing, lemas, jarang kencing",Diare,13
"nyeri di perut bagian atas, mual muntah, sering bersendawa atau sendawa",Maag,9
"nyeri di tengah perut, kulit kuning, nyeri di bawah tulang dada, nafsu makan turun, mata kuning",Batu Empedu,4
